"StartDate","EndDate","Progress","Duration..in.seconds.","Finished","RecordedDate","ResponseId","DistributionChannel","UserLanguage","Q_RecaptchaScore","Age","Gender","Gender_4_TEXT","Q15","Q5","Q7","Q44","TravelScore","FitnessScore","FamilyScore","WorkScore","LeisureScore","PresentationType","CompleteFlag","confirmation","personalization","purchases","purchase_amount","top_lifestyle","max_lifestyle_value","accurate","generic","inaccurate","bundle","individual"
"2025-07-28 16:55:04","2025-07-28 16:56:58","100","113","True","2025-07-28 16:56:59","R_1Xj50W7pC4qEIVn","anonymous","EN","0.8999999761581421","25-34 years old","Female","","Less than $25,000","Spending time at home with family","I focus on building a comfortable and stable home life","IM_b3K7jxlFVxXXbwy","0","0","2","0","1","Accurate_Bundle","true","","Definitely","None of the above ($0.00)",0,"FamilyScore","2",1,0,0,1,0
"2025-07-28 16:53:40","2025-07-28 16:56:58","100","198","True","2025-07-28 16:56:59","R_7WGBZuLgbSNocVf","anonymous","EN","1","25-34 years old","Male","","$100,000-$149,999","Exercising, going to the gym, or outdoor activities","I try to maintain a healthy body and mind","IM_2ghGARjtqABRyjY","1","2","0","0","0","Accurate_Bundle","true","I read the product page and product descriptions","A little","JBL Clip 5 Speaker ($79.95)",79.95,"FitnessScore","2",1,0,0,1,0
"2025-07-28 16:53:42","2025-07-28 16:57:01","100","199","True","2025-07-28 16:57:02","R_5TAVTZHTSnJnnGW","anonymous","EN","0.10000000149011612","35-44 years old","Male","","$50,000-$74,999","Exploring new places or taking short trips","Advancing in my career or studies is my top priority","IM_b3K7jxlFVxXXbwy","1","0","0","1","1","Inaccurate_Individual","true","I read the product page and product descriptions","A little","None of the above ($0.00)",0,"TravelScore","1",0,0,1,0,1
"2025-07-28 16:53:14","2025-07-28 16:57:02","100","227","True","2025-07-28 16:57:02","R_5pjrX6yF03qijcJ","anonymous","EN","1","55-64 years old","Female","","$25,000-$49,999","Watching shows, playing games, or relaxing","I focus on building a comfortable and stable home life","IM_6Jt3FMUSSNIp8W2","0","0","2","0","1","Accurate_Bundle","true","I read the product page and product descriptions","Definitely","Bundle ($230.98),HD Mini Projector ($59.99)",290.97,"FamilyScore","2",1,0,0,1,0
"2025-07-28 16:55:14","2025-07-28 16:57:06","100","112","True","2025-07-28 16:57:07","R_1rqgSUF4NidXfXF","anonymous","EN","0.8999999761581421","55-64 years old","Female","","$50,000-$74,999","Spending time at home with family","I focus on building a comfortable and stable home life","IM_2ghGARjtqABRyjY","1","0","2","0","0","Accurate_Individual","true","I read the product page and product descriptions","Definitely","Apple Airpods 4 ($129.00),Anker Portable Charger ($54.99),Roku Streaming Stick 4K ($46.99),HD Mini Projector ($59.99)",290.97,"FamilyScore","2",1,0,0,0,1
"2025-07-28 16:55:25","2025-07-28 16:57:08","100","103","True","2025-07-28 16:57:09","R_7s7kCZYczGZ9eMy","anonymous","EN","1","25-34 years old","Male","","$50,000-$74,999","Watching shows, playing games, or relaxing","I like to stay on the move and explore new environments","IM_b3K7jxlFVxXXbwy","1","0","0","0","2","Generic_Individual","true","I read the product page and product descriptions","Definitely","Apple Airpods 4 ($129.00),Roku Streaming Stick 4K ($46.99),Tile by Life360 Pro ($34.99),JBL Clip 5 Speaker ($79.95)",290.93,"LeisureScore","2",0,1,0,0,1
"2025-07-28 16:56:23","2025-07-28 16:57:09","100","46","True","2025-07-28 16:57:10","R_3QLc28im5mjxOal","anonymous","EN","0.8999999761581421","25-34 years old","Female","","Less than $25,000","Spending time at home with family","I enjoy entertainment and look for ways to relax and have fun","IM_b3K7jxlFVxXXbwy","0","0","1","0","2","Generic_Individual","true","","A little","Roku Streaming Stick 4K ($46.99)",46.99,"LeisureScore","2",0,1,0,0,1
"2025-07-28 16:55:28","2025-07-28 16:57:20","100","112","True","2025-07-28 16:57:21","R_1neBSnRbctVdYQ1","anonymous","EN","0.8999999761581421","45-54 years old","Female","","$75,000-$99,999","Watching shows, playing games, or relaxing","I try to maintain a healthy body and mind","IM_2ghGARjtqABRyjY","1","1","0","0","1","Inaccurate_Bundle","true","","Not at all","Tile by Life360 Pro ($34.99),HD Mini Projector ($59.99),JBL Clip 5 Speaker ($79.95)",174.93,"TravelScore","1",0,0,1,1,0
"2025-07-28 16:56:21","2025-07-28 16:57:23","100","62","True","2025-07-28 16:57:24","R_3YlZH6Q3B7HS379","anonymous","EN","0.8999999761581421","18-24 years old","Female","","Less than $25,000","Spending time at home with family","I focus on building a comfortable and stable home life","IM_b3K7jxlFVxXXbwy","0","0","2","0","1","Generic_Bundle","true","I read the product page and product descriptions","A little","None of the above ($0.00)",0,"FamilyScore","2",0,1,0,1,0
"2025-07-28 16:52:28","2025-07-28 16:57:24","100","296","True","2025-07-28 16:57:24","R_5lG13DCfptqu5Tu","anonymous","EN","1","55-64 years old","Female","","Less than $25,000","Spending time at home with family","I focus on building a comfortable and stable home life","IM_b3K7jxlFVxXXbwy","0","0","2","0","1","Accurate_Bundle","true","I read the product page and product descriptions","Not at all","None of the above ($0.00)",0,"FamilyScore","2",1,0,0,1,0
"2025-07-28 16:55:52","2025-07-28 16:57:24","100","91","True","2025-07-28 16:57:25","R_7PXFt7JYlw1Hbjz","anonymous","EN","0.8999999761581421","45-54 years old","Female","","Less than $25,000","Spending time at home with family","I focus on building a comfortable and stable home life","IM_2ghGARjtqABRyjY","1","0","2","0","0","Generic_Individual","true","I read the product page and product descriptions","Not at all","None of the above ($0.00)",0,"FamilyScore","2",0,1,0,0,1
"2025-07-28 16:54:55","2025-07-28 16:57:41","100","165","True","2025-07-28 16:57:42","R_5zkFpXP4wybmk8Y","anonymous","EN","1","65+ years old","Male","","$100,000-$149,999","Catching up on work, studying, or learning something new","I focus on building a comfortable and stable home life","IM_ac1nk23vrUF5PBs","0","0","1","2","0","Accurate_Bundle","true","I read the product page and product descriptions","Not at all","None of the above ($0.00)",0,"WorkScore","2",1,0,0,1,0
"2025-07-28 16:54:46","2025-07-28 16:57:41","100","175","True","2025-07-28 16:57:42","R_7v2o0NqjyxjqWgr","anonymous","EN","0.699999988079071","55-64 years old","Female","","Less than $25,000","Spending time at home with family","I focus on building a comfortable and stable home life","IM_2ghGARjtqABRyjY","1","0","2","0","0","Generic_Bundle","true","","A little","Tile by Life360 Pro ($34.99)",34.99,"FamilyScore","2",0,1,0,1,0
"2025-07-28 16:56:52","2025-07-28 16:57:45","100","53","True","2025-07-28 16:57:46","R_1l46aNI7TYFYm8o","anonymous","EN","0.8999999761581421","25-34 years old","Female","","$50,000-$74,999","Spending time at home with family","I focus on building a comfortable and stable home life","IM_b3K7jxlFVxXXbwy","0","0","2","0","1","Accurate_Bundle","true","","Definitely","HD Mini Projector ($59.99)",59.99,"FamilyScore","2",1,0,0,1,0
"2025-07-28 16:55:50","2025-07-28 16:57:48","100","118","True","2025-07-28 16:57:50","R_3GCbSQjoNLC2isp","anonymous","EN","1","45-54 years old","Female","","$25,000-$49,999","Spending time at home with family","I enjoy entertainment and look for ways to relax and have fun","IM_b3K7jxlFVxXXbwy","0","0","1","0","2","Inaccurate_Bundle","true","I read the product page and product descriptions","Definitely","None of the above ($0.00)",0,"LeisureScore","2",0,0,1,1,0
"2025-07-28 16:56:36","2025-07-28 16:57:49","100","73","True","2025-07-28 16:57:50","R_1v6C5rB7kIEnysA","anonymous","EN","0.8999999761581421","25-34 years old","Female","","Less than $25,000","Spending time at home with family","I enjoy entertainment and look for ways to relax and have fun","IM_2ghGARjtqABRyjY","1","0","1","0","1","Accurate_Individual","true","I read the product page and product descriptions","Definitely","Apple Airpods 4 ($129.00),JBL Clip 5 Speaker ($79.95)",208.95,"TravelScore","1",1,0,0,0,1
"2025-07-28 16:55:30","2025-07-28 16:57:50","100","140","True","2025-07-28 16:57:51","R_72A1SW5VteQy0IO","anonymous","EN","0.8999999761581421","25-34 years old","Female","","$150,000 or more","Watching shows, playing games, or relaxing","I enjoy entertainment and look for ways to relax and have fun","IM_6Jt3FMUSSNIp8W2","0","0","1","0","2","Accurate_Bundle","true","","Definitely","HD Mini Projector ($59.99)",59.99,"LeisureScore","2",1,0,0,1,0
"2025-07-28 16:56:34","2025-07-28 16:57:55","100","81","True","2025-07-28 16:57:56","R_3eRY4BbzZWz17YW","anonymous","EN","0.8999999761581421","18-24 years old","Male","","$75,000-$99,999","Spending time at home with family","I try to maintain a healthy body and mind","IM_3lbQIKzQjdSdYiy","0","2","1","0","0","Inaccurate_Individual","true","I read the product page and product descriptions","Definitely","Apple Airpods 4 ($129.00),Anker Portable Charger ($54.99),Tile by Life360 Pro ($34.99),JBL Clip 5 Speaker ($79.95)",298.93,"FitnessScore","2",0,0,1,0,1
"2025-07-28 16:54:27","2025-07-28 16:57:57","100","209","True","2025-07-28 16:57:57","R_3zXPcxcKxfMVajI","anonymous","EN","0.8999999761581421","35-44 years old","Female","","$50,000-$74,999","Watching shows, playing games, or relaxing","I focus on building a comfortable and stable home life","IM_2ghGARjtqABRyjY","1","0","1","0","1","Accurate_Individual","true","I read the product page and product descriptions","A little","Apple Airpods 4 ($129.00)",129,"TravelScore","1",1,0,0,0,1
"2025-07-28 16:54:41","2025-07-28 16:57:58","100","196","True","2025-07-28 16:57:58","R_3HjNs8wZzdhGA75","anonymous","EN","0.8999999761581421","35-44 years old","Male","","Less than $25,000","Exploring new places or taking short trips","I focus on building a comfortable and stable home life","IM_2ghGARjtqABRyjY","2","0","1","0","0","Inaccurate_Individual","true","I read the product page and product descriptions","A little","Anker Portable Charger ($54.99),Roku Streaming Stick 4K ($46.99),Tile by Life360 Pro ($34.99),HD Mini Projector ($59.99),JBL Clip 5 Speaker ($79.95)",276.91,"TravelScore","2",0,0,1,0,1
"2025-07-28 16:53:52","2025-07-28 16:57:59","100","246","True","2025-07-28 16:58:00","R_1bUX0Lu3BqXmkIp","anonymous","EN","1","45-54 years old","Male","","$50,000-$74,999","Watching shows, playing games, or relaxing","I enjoy entertainment and look for ways to relax and have fun","IM_2ghGARjtqABRyjY","1","0","0","0","2","Inaccurate_Bundle","true","I read the product page and product descriptions","A little","Bundle ($230.98),HD Mini Projector ($59.99)",290.97,"LeisureScore","2",0,0,1,1,0
"2025-07-28 16:56:48","2025-07-28 16:58:00","100","71","True","2025-07-28 16:58:01","R_1KZ8kkLpgDKYwq1","anonymous","EN","0.8999999761581421","45-54 years old","Male","","Less than $25,000","Catching up on work, studying, or learning something new","I enjoy entertainment and look for ways to relax and have fun","IM_2ghGARjtqABRyjY","1","0","0","1","1","Generic_Individual","true","","A little","None of the above ($0.00)",0,"TravelScore","1",0,1,0,0,1
"2025-07-28 16:54:59","2025-07-28 16:58:01","100","182","True","2025-07-28 16:58:02","R_3kijIyapGEG8h9E","anonymous","EN","1","35-44 years old","Female","","$100,000-$149,999","Spending time at home with family","I enjoy entertainment and look for ways to relax and have fun","IM_2ghGARjtqABRyjY","1","0","1","0","1","Generic_Bundle","true","I read the product page and product descriptions","A little","Bundle ($230.98),HD Mini Projector ($59.99)",290.97,"TravelScore","1",0,1,0,1,0
"2025-07-28 16:54:28","2025-07-28 16:58:04","100","215","True","2025-07-28 16:58:04","R_746okXOEL1K2HMR","anonymous","EN","1","65+ years old","Male","","$75,000-$99,999","Exercising, going to the gym, or outdoor activities","I focus on building a comfortable and stable home life","IM_2ghGARjtqABRyjY","1","1","1","0","0","Accurate_Individual","true","I read the product page and product descriptions","Not at all","None of the above ($0.00)",0,"TravelScore","1",1,0,0,0,1
"2025-07-28 16:53:14","2025-07-28 16:58:07","100","292","True","2025-07-28 16:58:07","R_535JmKCGrgZwt2h","anonymous","EN","0.8999999761581421","25-34 years old","Male","","$75,000-$99,999","Spending time at home with family","I enjoy entertainment and look for ways to relax and have fun","IM_b3K7jxlFVxXXbwy","0","0","1","0","2","Inaccurate_Bundle","true","I read the product page and product descriptions","Definitely","JBL Clip 5 Speaker ($79.95)",79.95,"LeisureScore","2",0,0,1,1,0
"2025-07-28 16:56:08","2025-07-28 16:58:07","100","118","True","2025-07-28 16:58:07","R_7eOTcaFzgRuomaS","anonymous","EN","0.8999999761581421","45-54 years old","Female","","Less than $25,000","Exercising, going to the gym, or outdoor activities","I try to maintain a healthy body and mind","IM_b3K7jxlFVxXXbwy","0","2","0","0","1","Inaccurate_Bundle","true","I read the product page and product descriptions","Not at all","None of the above ($0.00)",0,"FitnessScore","2",0,0,1,1,0
"2025-07-28 16:56:31","2025-07-28 16:58:08","100","97","True","2025-07-28 16:58:08","R_1CjmYUyBY8wszyF","anonymous","EN","0.8999999761581421","25-34 years old","Female","","$25,000-$49,999","Exploring new places or taking short trips","I enjoy entertainment and look for ways to relax and have fun","IM_6Jt3FMUSSNIp8W2","1","0","1","0","1","Inaccurate_Individual","true","I read the product page and product descriptions","A little","Anker Portable Charger ($54.99)",54.99,"TravelScore","1",0,0,1,0,1
"2025-07-28 16:55:13","2025-07-28 16:58:14","100","180","True","2025-07-28 16:58:14","R_3c3jldavUpgeYUx","anonymous","EN","0.8999999761581421","55-64 years old","Female","","$75,000-$99,999","Spending time at home with family","I focus on building a comfortable and stable home life","IM_2ghGARjtqABRyjY","1","0","2","0","0","Accurate_Bundle","true","I read the product page and product descriptions","Definitely","Bundle ($230.98)",230.98,"FamilyScore","2",1,0,0,1,0
"2025-07-28 16:57:00","2025-07-28 16:58:14","100","73","True","2025-07-28 16:58:14","R_6Cet9R3iadT4rk1","anonymous","EN","1","45-54 years old","Male","","$100,000-$149,999","Spending time at home with family","I focus on building a comfortable and stable home life","IM_b3K7jxlFVxXXbwy","0","0","2","0","1","Inaccurate_Individual","true","I read the product page and product descriptions","Definitely","Apple Airpods 4 ($129.00),Anker Portable Charger ($54.99),Tile by Life360 Pro ($34.99),HD Mini Projector ($59.99)",278.97,"FamilyScore","2",0,0,1,0,1
"2025-07-28 16:56:14","2025-07-28 16:58:14","100","119","True","2025-07-28 16:58:15","R_7PaKjnbt2ae16hQ","anonymous","EN","0.8999999761581421","25-34 years old","Female","","Less than $25,000","Exploring new places or taking short trips","I enjoy entertainment and look for ways to relax and have fun","IM_b3K7jxlFVxXXbwy","1","0","0","0","2","Generic_Bundle","true","I read the product page and product descriptions","Definitely","Bundle ($230.98),HD Mini Projector ($59.99)",290.97,"LeisureScore","2",0,1,0,1,0
"2025-07-28 16:56:08","2025-07-28 16:58:16","100","127","True","2025-07-28 16:58:16","R_3JC1nesobbjNH5N","anonymous","EN","1","65+ years old","Female","","Less than $25,000","Spending time at home with family","I focus on building a comfortable and stable home life","IM_6Jt3FMUSSNIp8W2","0","0","3","0","0","Inaccurate_Bundle","true","I read the product page and product descriptions","Not at all","Bundle ($230.98)",230.98,"FamilyScore","3",0,0,1,1,0
"2025-07-28 16:57:18","2025-07-28 16:58:18","100","59","True","2025-07-28 16:58:19","R_6iniFJNZSKKwv5n","anonymous","EN","0.8999999761581421","25-34 years old","Female","","$25,000-$49,999","Exploring new places or taking short trips","I focus on building a comfortable and stable home life","IM_b3K7jxlFVxXXbwy","1","0","1","0","1","Generic_Individual","true","I read the product page and product descriptions","Definitely","Apple Airpods 4 ($129.00)",129,"TravelScore","1",0,1,0,0,1
"2025-07-28 16:56:43","2025-07-28 16:58:20","100","96","True","2025-07-28 16:58:21","R_7EEwBrhi7Julsl3","anonymous","EN","0.8999999761581421","18-24 years old","Male","","Less than $25,000","Spending time at home with family","I focus on building a comfortable and stable home life","IM_b3K7jxlFVxXXbwy","0","0","2","0","1","Accurate_Individual","true","","Definitely","None of the above ($0.00",0,"FamilyScore","2",1,0,0,0,1
"2025-07-28 16:56:13","2025-07-28 16:58:24","100","131","True","2025-07-28 16:58:25","R_1gqoNyZKbRQpMWh","anonymous","EN","1","25-34 years old","Female","","$100,000-$149,999","Catching up on work, studying, or learning something new","I try to maintain a healthy body and mind","IM_b3K7jxlFVxXXbwy","0","1","0","1","1","Accurate_Bundle","true","I read the product page and product descriptions","A little","Tile by Life360 Pro ($34.99)",34.99,"FitnessScore","1",1,0,0,1,0
"2025-07-28 16:56:38","2025-07-28 16:58:27","100","108","True","2025-07-28 16:58:27","R_7iAkGivx207Hbyh","anonymous","EN","1","45-54 years old","Male","","$75,000-$99,999","Exercising, going to the gym, or outdoor activities","I enjoy entertainment and look for ways to relax and have fun","IM_2ghGARjtqABRyjY","1","1","0","0","1","Accurate_Bundle","true","I read the product page and product descriptions","Not at all","JBL Clip 5 Speaker ($79.95)",79.95,"TravelScore","1",1,0,0,1,0
"2025-07-28 16:53:19","2025-07-28 16:58:32","100","313","True","2025-07-28 16:58:33","R_7TVnXsOGAsoMNGx","anonymous","EN","0.699999988079071","25-34 years old","Prefer to self-describe","a hard-working man that takes care of his kids","$50,000-$74,999","Spending time at home with family","I try to maintain a healthy body and mind","IM_b3K7jxlFVxXXbwy","0","1","1","0","1","Inaccurate_Bundle","true","I read the product page and product descriptions","Definitely","None of the above ($0.00)",0,"FitnessScore","1",0,0,1,1,0
"2025-07-28 16:57:51","2025-07-28 16:58:34","100","43","True","2025-07-28 16:58:34","R_3oAnMUJSIudO0nO","anonymous","EN","0.8999999761581421","18-24 years old","Female","","Less than $25,000","Spending time at home with family","I try to maintain a healthy body and mind","IM_3lbQIKzQjdSdYiy","0","2","1","0","0","Generic_Bundle","true","","Not at all","Bundle ($230.98)",230.98,"FitnessScore","2",0,1,0,1,0
"2025-07-28 16:56:22","2025-07-28 16:58:34","100","132","True","2025-07-28 16:58:35","R_6tgMPQhyoQe5POI","anonymous","EN","0.800000011920929","25-34 years old","Male","","$150,000 or more","Watching shows, playing games, or relaxing","I focus on building a comfortable and stable home life","IM_b3K7jxlFVxXXbwy","0","0","1","0","2","Generic_Bundle","true","I read the product page and product descriptions","A little","Bundle ($230.98)",230.98,"LeisureScore","2",0,1,0,1,0
"2025-07-28 16:56:14","2025-07-28 16:58:41","100","146","True","2025-07-28 16:58:42","R_34kICqessy3EfxN","anonymous","EN","0.8999999761581421","45-54 years old","Male","","Less than $25,000","Watching shows, playing games, or relaxing","I enjoy entertainment and look for ways to relax and have fun","IM_b3K7jxlFVxXXbwy","0","0","0","0","3","Generic_Individual","true","I read the product page and product descriptions","Definitely","Anker Portable Charger ($54.99)",54.99,"LeisureScore","3",0,1,0,0,1
"2025-07-28 16:55:05","2025-07-28 16:59:00","100","235","True","2025-07-28 16:59:01","R_3nTUPW3MnZBZVMn","anonymous","EN","0.8999999761581421","55-64 years old","Male","","Less than $25,000","Exercising, going to the gym, or outdoor activities","Advancing in my career or studies is my top priority","IM_b3K7jxlFVxXXbwy","0","1","0","1","1","Accurate_Individual","true","","A little","Roku Streaming Stick 4K ($46.99),HD Mini Projector ($59.99)",106.98,"FitnessScore","1",1,0,0,0,1
"2025-07-28 16:50:01","2025-07-28 16:59:02","100","540","True","2025-07-28 16:59:02","R_3wa8RsGSv0JgVAA","anonymous","EN","1","45-54 years old","Female","","$50,000-$74,999","Watching shows, playing games, or relaxing","I like to stay on the move and explore new environments","IM_2ghGARjtqABRyjY","2","0","0","0","1","Generic_Bundle","true","I read the product page and product descriptions","Definitely","Bundle ($230.98)",230.98,"TravelScore","2",0,1,0,1,0
"2025-07-28 16:57:16","2025-07-28 16:59:03","100","107","True","2025-07-28 16:59:04","R_6Nzz7eSfNeaZzCm","anonymous","EN","0.8999999761581421","18-24 years old","Male","","$50,000-$74,999","Watching shows, playing games, or relaxing","Advancing in my career or studies is my top priority","IM_2ghGARjtqABRyjY","1","0","0","1","1","Inaccurate_Bundle","true","I read the product page and product descriptions","Definitely","Tile by Life360 Pro ($34.99),HD Mini Projector ($59.99)",94.98,"TravelScore","1",0,0,1,1,0
"2025-07-28 16:56:06","2025-07-28 16:59:07","100","180","True","2025-07-28 16:59:07","R_1zGsqVnTjZZCtDu","anonymous","EN","1","65+ years old","Female","","$50,000-$74,999","Watching shows, playing games, or relaxing","I focus on building a comfortable and stable home life","IM_ac1nk23vrUF5PBs","0","0","1","1","1","Accurate_Individual","true","I read the product page and product descriptions","A little","Anker Portable Charger ($54.99),HD Mini Projector ($59.99),JBL Clip 5 Speaker ($79.95)",194.93,"FamilyScore","1",1,0,0,0,1
"2025-07-28 16:56:21","2025-07-28 16:59:16","100","174","True","2025-07-28 16:59:16","R_3mJnnb9sLInmdKV","anonymous","EN","0.8999999761581421","65+ years old","Female","","$100,000-$149,999","Spending time at home with family","I try to maintain a healthy body and mind","IM_2ghGARjtqABRyjY","1","1","1","0","0","Inaccurate_Individual","true","I read the product page and product descriptions","A little","None of the above ($0.00)",0,"TravelScore","1",0,0,1,0,1
"2025-07-28 16:55:20","2025-07-28 16:59:27","100","246","True","2025-07-28 16:59:28","R_7MEftacECptgwqY","anonymous","EN","0.8999999761581421","25-34 years old","Female","","$150,000 or more","Catching up on work, studying, or learning something new","I like to stay on the move and explore new environments","IM_b3K7jxlFVxXXbwy","1","0","0","1","1","Generic_Bundle","true","","Definitely","Tile by Life360 Pro ($34.99)",34.99,"TravelScore","1",0,1,0,1,0
"2025-07-28 16:57:27","2025-07-28 16:59:29","100","121","True","2025-07-28 16:59:29","R_7jE2dT9clSFGvZp","anonymous","EN","0.8999999761581421","18-24 years old","Male","","$50,000-$74,999","Watching shows, playing games, or relaxing","I try to maintain a healthy body and mind","IM_b3K7jxlFVxXXbwy","0","1","0","0","2","Generic_Individual","true","I read the product page and product descriptions","A little","Apple Airpods 4 ($129.00)",129,"LeisureScore","2",0,1,0,0,1
"2025-07-28 16:54:07","2025-07-28 16:59:44","100","337","True","2025-07-28 16:59:44","R_52LscK9lEXi9Dh6","anonymous","EN","1","45-54 years old","Male","","Less than $25,000","Watching shows, playing games, or relaxing","I enjoy entertainment and look for ways to relax and have fun","IM_b3K7jxlFVxXXbwy","0","0","0","0","3","Accurate_Individual","true","I read the product page and product descriptions","Definitely","Apple Airpods 4 ($129.00),Anker Portable Charger ($54.99)",183.99,"LeisureScore","3",1,0,0,0,1
"2025-07-28 16:55:20","2025-07-28 16:59:57","100","277","True","2025-07-28 16:59:58","R_3Gfhr7WIbi6tLCq","anonymous","EN","0.8999999761581421","55-64 years old","Female","","$50,000-$74,999","Exploring new places or taking short trips","I try to maintain a healthy body and mind","IM_2ghGARjtqABRyjY","2","1","0","0","0","Accurate_Bundle","true","I read the product page and product descriptions","Not at all","None of the above ($0.00)",0,"TravelScore","2",1,0,0,1,0
"2025-07-28 16:53:22","2025-07-28 17:00:06","100","404","True","2025-07-28 17:00:07","R_6ByYyGoDBWyzCpu","anonymous","EN","0.800000011920929","45-54 years old","Male","","$100,000-$149,999","Spending time at home with family","I focus on building a comfortable and stable home life","IM_b3K7jxlFVxXXbwy","0","0","2","0","1","Accurate_Individual","true","I read the product page and product descriptions","Definitely","Apple Airpods 4 ($129.00),Anker Portable Charger ($54.99),Roku Streaming Stick 4K ($46.99),Tile by Life360 Pro ($34.99)",265.97,"FamilyScore","2",1,0,0,0,1
"2025-07-28 16:57:29","2025-07-28 17:00:08","100","158","True","2025-07-28 17:00:08","R_3gnl0QexgxdZTaM","anonymous","EN","0.8999999761581421","65+ years old","Male","","$25,000-$49,999","Watching shows, playing games, or relaxing","I enjoy entertainment and look for ways to relax and have fun","IM_2ghGARjtqABRyjY","1","0","0","0","2","Inaccurate_Bundle","true","","A little","None of the above ($0.00)",0,"LeisureScore","2",0,0,1,1,0
"2025-07-28 16:58:16","2025-07-28 17:00:10","100","113","True","2025-07-28 17:00:11","R_5FOjK6m7DC4IhxK","anonymous","EN","0.6000000238418579","35-44 years old","Male","","$100,000-$149,999","Catching up on work, studying, or learning something new","I like to stay on the move and explore new environments","IM_b3K7jxlFVxXXbwy","1","0","0","1","1","Accurate_Individual","true","","A little","Apple Airpods 4 ($129.00)",129,"TravelScore","1",1,0,0,0,1
"2025-07-28 16:57:12","2025-07-28 17:00:32","100","199","True","2025-07-28 17:00:32","R_3q1DFSrjl22o0Jz","anonymous","EN","1","45-54 years old","Male","","Less than $25,000","Watching shows, playing games, or relaxing","I enjoy entertainment and look for ways to relax and have fun","IM_2ghGARjtqABRyjY","1","0","0","0","2","Generic_Bundle","true","I read the product page and product descriptions","Not at all","None of the above ($0.00)",0,"LeisureScore","2",0,1,0,1,0
"2025-07-28 16:57:54","2025-07-28 17:00:41","100","167","True","2025-07-28 17:00:41","R_7YPOWWC3puePy5S","anonymous","EN","0.8999999761581421","18-24 years old","Female","","$150,000 or more","Watching shows, playing games, or relaxing","Advancing in my career or studies is my top priority","IM_b3K7jxlFVxXXbwy","0","0","0","1","2","Accurate_Bundle","true","I read the product page and product descriptions","Definitely","HD Mini Projector ($59.99)",59.99,"LeisureScore","2",1,0,0,1,0
"2025-07-28 16:50:53","2025-07-28 17:02:08","100","675","True","2025-07-28 17:02:09","R_7kFf09TlWfF7tiJ","anonymous","EN","1","55-64 years old","Female","","$25,000-$49,999","Spending time at home with family","I focus on building a comfortable and stable home life","IM_b3K7jxlFVxXXbwy","0","0","2","0","1","Generic_Bundle","true","I read the product page and product descriptions","A little","Bundle ($230.98),HD Mini Projector ($59.99)",290.97,"FamilyScore","2",0,1,0,1,0
"2025-07-28 17:00:23","2025-07-28 17:02:48","100","145","True","2025-07-28 17:02:49","R_7ByZoMkYQUA54qH","anonymous","EN","0.800000011920929","45-54 years old","Male","","$100,000-$149,999","Exploring new places or taking short trips","I enjoy entertainment and look for ways to relax and have fun","IM_2ghGARjtqABRyjY","2","0","0","0","1","Generic_Individual","true","I read the product page and product descriptions","A little","Anker Portable Charger ($54.99),Roku Streaming Stick 4K ($46.99),HD Mini Projector ($59.99)",161.97,"TravelScore","2",0,1,0,0,1
"2025-07-28 16:57:07","2025-07-28 17:02:52","100","344","True","2025-07-28 17:02:53","R_1QL0eE9EtBNWQMK","anonymous","EN","0.8999999761581421","55-64 years old","Male","","Less than $25,000","Watching shows, playing games, or relaxing","I enjoy entertainment and look for ways to relax and have fun","IM_b3K7jxlFVxXXbwy","0","0","0","0","3","Inaccurate_Individual","true","I read the product page and product descriptions","A little","Anker Portable Charger ($54.99),JBL Clip 5 Speaker ($79.95)",134.94,"LeisureScore","3",0,0,1,0,1
"2025-07-28 16:54:36","2025-07-28 17:02:53","100","497","True","2025-07-28 17:02:54","R_1Hu92NwS5cjtxsZ","anonymous","EN","0.8999999761581421","25-34 years old","Female","","$25,000-$49,999","Exercising, going to the gym, or outdoor activities","I try to maintain a healthy body and mind","IM_2ghGARjtqABRyjY","1","2","0","0","0","Accurate_Bundle","true","I read the product page and product descriptions","A little","Bundle ($230.98)",230.98,"FitnessScore","2",1,0,0,1,0
"2025-07-28 16:53:38","2025-07-28 17:03:19","100","581","True","2025-07-28 17:03:20","R_7i3d2hH1mfnTlHy","anonymous","EN","1","55-64 years old","Female","","$75,000-$99,999","Spending time at home with family","I focus on building a comfortable and stable home life","IM_2ghGARjtqABRyjY","1","0","2","0","0","Generic_Individual","true","I read the product page and product descriptions","Definitely","Apple Airpods 4 ($129.00),Anker Portable Charger ($54.99),Tile by Life360 Pro ($34.99),JBL Clip 5 Speaker ($79.95)",298.93,"FamilyScore","2",0,1,0,0,1
"2025-07-28 17:02:18","2025-07-28 17:04:39","100","140","True","2025-07-28 17:04:39","R_6K3lWlyWldqQBKS","anonymous","EN","1","65+ years old","Male","","$25,000-$49,999","Spending time at home with family","I try to maintain a healthy body and mind","IM_2ghGARjtqABRyjY","1","1","1","0","0","Generic_Bundle","true","I read the product page and product descriptions","Definitely","JBL Clip 5 Speaker ($79.95)",79.95,"TravelScore","1",0,1,0,1,0
